"","conversation_id","ground_truth_move","predicted_move","Technique","exact_match","model"
"96","6000001_Jia","generic","focus","Zero-shot","FALSE","GPT-3.5"
"97","6000001_Jia","focus","probing","Zero-shot","FALSE","GPT-3.5"
"98","6000001_Jia","probing","probing","Zero-shot","TRUE","GPT-3.5"
"99","6000001_Jia","probing","focus","Zero-shot","FALSE","GPT-3.5"
"100","6000001_Jia","probing","focus","Zero-shot","FALSE","GPT-3.5"
"101","6000001_Jia","probing","probing","Zero-shot","TRUE","GPT-3.5"
"102","6000001_Jia","telling","focus","Zero-shot","FALSE","GPT-3.5"
"103","6000001_Jia","probing","probing","Zero-shot","TRUE","GPT-3.5"
"104","6000005_Claire","generic","focus","Zero-shot","FALSE","GPT-3.5"
"105","6000005_Claire","probing","probing","Zero-shot","TRUE","GPT-3.5"
"106","6000005_Claire","probing","probing","Zero-shot","TRUE","GPT-3.5"
"107","6000005_Claire","telling","probing","Zero-shot","FALSE","GPT-3.5"
"108","6000005_Claire","probing","probing","Zero-shot","TRUE","GPT-3.5"
"109","6000005_Claire","probing","probing","Zero-shot","TRUE","GPT-3.5"
"110","6000005_Claire","telling","probing","Zero-shot","FALSE","GPT-3.5"
"111","6000005_Claire","focus","focus","Zero-shot","TRUE","GPT-3.5"
"112","6000005_Claire","focus","generic","Zero-shot","FALSE","GPT-3.5"
"113","6000003_Heidi","generic","focus","Zero-shot","FALSE","GPT-3.5"
"114","6000003_Heidi","probing","probing","Zero-shot","TRUE","GPT-3.5"
"115","6000003_Heidi","probing","probing","Zero-shot","TRUE","GPT-3.5"
"116","6000003_Heidi","probing","probing","Zero-shot","TRUE","GPT-3.5"
"117","6000003_Heidi","probing","probing","Zero-shot","TRUE","GPT-3.5"
"118","6000003_Heidi","probing","focus","Zero-shot","FALSE","GPT-3.5"
"119","6000003_Heidi","probing","telling","Zero-shot","FALSE","GPT-3.5"
"120","6000003_Heidi","focus","generic","Zero-shot","FALSE","GPT-3.5"
"121","6000037_Brenda","probing","probing","Zero-shot","TRUE","GPT-3.5"
"122","6000037_Brenda","focus","focus","Zero-shot","TRUE","GPT-3.5"
"123","6000037_Brenda","telling","telling","Zero-shot","TRUE","GPT-3.5"
"124","6000037_Brenda","probing","focus","Zero-shot","FALSE","GPT-3.5"
"125","6000037_Brenda","telling","focus","Zero-shot","FALSE","GPT-3.5"
"126","6000037_Brenda","probing","telling","Zero-shot","FALSE","GPT-3.5"
"127","6000037_Brenda","probing","telling","Zero-shot","FALSE","GPT-3.5"
"128","6000037_Brenda","generic","generic","Zero-shot","TRUE","GPT-3.5"
"129","6000043_Stephanie","probing","focus","Zero-shot","FALSE","GPT-3.5"
"130","6000043_Stephanie","probing","focus","Zero-shot","FALSE","GPT-3.5"
"131","6000043_Stephanie","probing","focus","Zero-shot","FALSE","GPT-3.5"
"132","6000043_Stephanie","telling","focus","Zero-shot","FALSE","GPT-3.5"
"133","6000043_Stephanie","probing","focus","Zero-shot","FALSE","GPT-3.5"
"134","6000043_Stephanie","probing","probing","Zero-shot","TRUE","GPT-3.5"
"135","6000043_Stephanie","generic","generic","Zero-shot","TRUE","GPT-3.5"
"136","6000001_Ayisha","probing","focus","Zero-shot","FALSE","GPT-3.5"
"137","6000001_Ayisha","focus","probing","Zero-shot","FALSE","GPT-3.5"
"138","6000001_Ayisha","telling","telling","Zero-shot","TRUE","GPT-3.5"
"139","6000001_Ayisha","generic","generic","Zero-shot","TRUE","GPT-3.5"
"140","6000063_Seth","probing","focus","Zero-shot","FALSE","GPT-3.5"
"141","6000063_Seth","probing","probing","Zero-shot","TRUE","GPT-3.5"
"142","6000063_Seth","probing","focus","Zero-shot","FALSE","GPT-3.5"
"143","6000063_Seth","probing","focus","Zero-shot","FALSE","GPT-3.5"
"144","6000063_Seth","probing","telling","Zero-shot","FALSE","GPT-3.5"
"145","6000063_Seth","generic","generic","Zero-shot","TRUE","GPT-3.5"
"146","6000051_Jian","probing","focus","Zero-shot","FALSE","GPT-3.5"
"147","6000051_Jian","telling","focus","Zero-shot","FALSE","GPT-3.5"
"148","6000051_Jian","probing","probing","Zero-shot","TRUE","GPT-3.5"
"149","6000051_Jian","probing","focus","Zero-shot","FALSE","GPT-3.5"
"150","6000051_Jian","telling","telling","Zero-shot","TRUE","GPT-3.5"
"151","6000025_Mariana","generic","focus","Few-shot","FALSE","GPT-3.5"
"152","6000025_Mariana","focus","focus","Few-shot","TRUE","GPT-3.5"
"153","6000025_Mariana","telling","telling","Few-shot","TRUE","GPT-3.5"
"154","6000025_Mariana","generic","generic","Few-shot","TRUE","GPT-3.5"
"155","6000044_Ayisha","generic","focus","Few-shot","FALSE","GPT-3.5"
"156","6000044_Ayisha","focus","focus","Few-shot","TRUE","GPT-3.5"
"157","6000044_Ayisha","focus","probing","Few-shot","FALSE","GPT-3.5"
"158","6000044_Ayisha","telling","telling","Few-shot","TRUE","GPT-3.5"
"159","6000044_Ayisha","focus","telling","Few-shot","FALSE","GPT-3.5"
"160","6000044_Ayisha","telling","telling","Few-shot","TRUE","GPT-3.5"
"161","6000044_Ayisha","telling","telling","Few-shot","TRUE","GPT-3.5"
"162","6000044_Ayisha","telling","telling","Few-shot","TRUE","GPT-3.5"
"163","6000044_Ayisha","telling","telling","Few-shot","TRUE","GPT-3.5"
"164","6000060_Scott","generic","probing","Few-shot","FALSE","GPT-3.5"
"165","6000060_Scott","focus","probing","Few-shot","FALSE","GPT-3.5"
"166","6000060_Scott","focus","probing","Few-shot","FALSE","GPT-3.5"
"167","6000060_Scott","focus","telling","Few-shot","FALSE","GPT-3.5"
"168","6000054_DeAndre","generic","generic","Few-shot","TRUE","GPT-3.5"
"169","6000054_DeAndre","generic","probing","Few-shot","FALSE","GPT-3.5"
"170","6000054_DeAndre","focus","telling","Few-shot","FALSE","GPT-3.5"
"171","6000054_DeAndre","focus","telling","Few-shot","FALSE","GPT-3.5"
"172","6000054_DeAndre","focus","telling","Few-shot","FALSE","GPT-3.5"
"173","6000057_Cody","generic","focus","Few-shot","FALSE","GPT-3.5"
"174","6000057_Cody","focus","focus","Few-shot","TRUE","GPT-3.5"
"175","6000057_Cody","focus","telling","Few-shot","FALSE","GPT-3.5"
"176","6000025_Luca","focus","probing","Few-shot","FALSE","GPT-3.5"
"177","6000025_Luca","focus","probing","Few-shot","FALSE","GPT-3.5"
"178","6000025_Luca","focus","probing","Few-shot","FALSE","GPT-3.5"
"179","6000025_Luca","probing","probing","Few-shot","TRUE","GPT-3.5"
"180","6000025_Luca","focus","probing","Few-shot","FALSE","GPT-3.5"
"181","6000025_Luca","generic","generic","Few-shot","TRUE","GPT-3.5"
"182","6000025_Luca","telling","focus","Few-shot","FALSE","GPT-3.5"
"183","6000025_Luca","telling","telling","Few-shot","TRUE","GPT-3.5"
"184","6000025_Luca","telling","telling","Few-shot","TRUE","GPT-3.5"
"185","6000037_DeAndre","probing","focus","Few-shot","FALSE","GPT-3.5"
"186","6000037_DeAndre","focus","telling","Few-shot","FALSE","GPT-3.5"
"187","6000037_DeAndre","generic","probing","Few-shot","FALSE","GPT-3.5"
"188","6000056_Seth","focus","probing","Few-shot","FALSE","GPT-3.5"
"189","6000056_Seth","focus","telling","Few-shot","FALSE","GPT-3.5"
"190","6000056_Seth","focus","telling","Few-shot","FALSE","GPT-3.5"
"191","6000056_Seth","generic","focus","Few-shot","FALSE","GPT-3.5"
"192","6000056_Seth","telling","telling","Few-shot","TRUE","GPT-3.5"
"193","6000056_Seth","focus","probing","Few-shot","FALSE","GPT-3.5"
"194","6000056_Seth","telling","probing","Few-shot","FALSE","GPT-3.5"
"195","6000056_Seth","telling","telling","Few-shot","TRUE","GPT-3.5"
"196","6000069_Lakisha","focus","probing","Few-shot","FALSE","GPT-3.5"
"197","6000069_Lakisha","telling","probing","Few-shot","FALSE","GPT-3.5"
"198","6000069_Lakisha","generic","probing","Few-shot","FALSE","GPT-3.5"
"199","6000069_Lakisha","generic","telling","Few-shot","FALSE","GPT-3.5"
"200","6000067_Rishi","generic","generic","Few-shot","TRUE","GPT-3.5"
"201","6000067_Rishi","focus","focus","Few-shot","TRUE","GPT-3.5"
"202","6000067_Rishi","generic","generic","Few-shot","TRUE","GPT-3.5"
"203","6000052_Stephanie","generic","generic","Few-shot","TRUE","GPT-3.5"
"204","6000052_Stephanie","focus","telling","Few-shot","FALSE","GPT-3.5"
"205","6000052_Stephanie","generic","generic","Few-shot","TRUE","GPT-3.5"
"206","6000055_Jia","generic","generic","Few-shot","TRUE","GPT-3.5"
"207","6000055_Jia","focus","probing","Few-shot","FALSE","GPT-3.5"
"208","6000055_Jia","focus","probing","Few-shot","FALSE","GPT-3.5"
"209","6000055_Jia","focus","probing","Few-shot","FALSE","GPT-3.5"
"210","6000055_Jia","focus","telling","Few-shot","FALSE","GPT-3.5"
"211","6000055_Jia","focus","probing","Few-shot","FALSE","GPT-3.5"
"212","6000055_Jia","focus","telling","Few-shot","FALSE","GPT-3.5"
"213","6000055_Jia","telling","telling","Few-shot","TRUE","GPT-3.5"
"214","6000070_Lakisha","generic","probing","Few-shot","FALSE","GPT-3.5"
"215","6000070_Lakisha","probing","probing","Few-shot","TRUE","GPT-3.5"
"216","6000070_Lakisha","focus","probing","Few-shot","FALSE","GPT-3.5"
"217","6000070_Lakisha","probing","telling","Few-shot","FALSE","GPT-3.5"
"218","6000070_Lakisha","probing","probing","Few-shot","TRUE","GPT-3.5"
"219","6000070_Lakisha","probing","telling","Few-shot","FALSE","GPT-3.5"
"220","6000070_Lakisha","focus","focus","Few-shot","TRUE","GPT-3.5"
"221","6000070_Lakisha","focus","probing","Few-shot","FALSE","GPT-3.5"
"222","6000070_Lakisha","telling","probing","Few-shot","FALSE","GPT-3.5"
"223","6000070_Lakisha","telling","telling","Few-shot","TRUE","GPT-3.5"
"224","6000009_Michael","generic","focus","Few-shot","FALSE","GPT-3.5"
"225","6000009_Michael","focus","telling","Few-shot","FALSE","GPT-3.5"
"226","6000009_Michael","generic","telling","Few-shot","FALSE","GPT-3.5"
"227","6000010_Luca","generic","focus","Few-shot","FALSE","GPT-3.5"
"228","6000010_Luca","probing","probing","Few-shot","TRUE","GPT-3.5"
"229","6000010_Luca","probing","probing","Few-shot","TRUE","GPT-3.5"
"230","6000010_Luca","focus","focus","Few-shot","TRUE","GPT-3.5"
"231","6000010_Luca","focus","telling","Few-shot","FALSE","GPT-3.5"
"232","6000010_Luca","probing","probing","Few-shot","TRUE","GPT-3.5"
"233","6000010_Luca","focus","probing","Few-shot","FALSE","GPT-3.5"
"234","6000010_Luca","focus","probing","Few-shot","FALSE","GPT-3.5"
"235","6000010_Luca","focus","telling","Few-shot","FALSE","GPT-3.5"
"236","6000010_Luca","telling","probing","Few-shot","FALSE","GPT-3.5"
"237","6000063_Ronny","generic","generic","Few-shot","TRUE","GPT-3.5"
"238","6000063_Ronny","probing","probing","Few-shot","TRUE","GPT-3.5"
"239","6000063_Ronny","probing","probing","Few-shot","TRUE","GPT-3.5"
"240","6000063_Ronny","probing","probing","Few-shot","TRUE","GPT-3.5"
"241","6000063_Ronny","probing","focus","Few-shot","FALSE","GPT-3.5"
"242","6000063_Ronny","probing","probing","Few-shot","TRUE","GPT-3.5"
"243","6000063_Ronny","probing","focus","Few-shot","FALSE","GPT-3.5"
"244","6000063_Ronny","probing","focus","Few-shot","FALSE","GPT-3.5"
"245","6000063_Ronny","focus","generic","Few-shot","FALSE","GPT-3.5"
"246","6000001_Jia","generic","probing","Few-shot","FALSE","GPT-3.5"
"247","6000001_Jia","focus","probing","Few-shot","FALSE","GPT-3.5"
"248","6000001_Jia","probing","probing","Few-shot","TRUE","GPT-3.5"
"249","6000001_Jia","probing","focus","Few-shot","FALSE","GPT-3.5"
"250","6000001_Jia","probing","focus","Few-shot","FALSE","GPT-3.5"
"251","6000001_Jia","probing","probing","Few-shot","TRUE","GPT-3.5"
"252","6000001_Jia","telling","focus","Few-shot","FALSE","GPT-3.5"
"253","6000001_Jia","probing","probing","Few-shot","TRUE","GPT-3.5"
"254","6000005_Claire","generic","focus","Few-shot","FALSE","GPT-3.5"
"255","6000005_Claire","probing","probing","Few-shot","TRUE","GPT-3.5"
"256","6000005_Claire","probing","probing","Few-shot","TRUE","GPT-3.5"
"257","6000005_Claire","telling","probing","Few-shot","FALSE","GPT-3.5"
"258","6000005_Claire","probing","probing","Few-shot","TRUE","GPT-3.5"
"259","6000005_Claire","probing","probing","Few-shot","TRUE","GPT-3.5"
"260","6000005_Claire","telling","telling","Few-shot","TRUE","GPT-3.5"
"261","6000005_Claire","focus","focus","Few-shot","TRUE","GPT-3.5"
"262","6000005_Claire","focus","generic","Few-shot","FALSE","GPT-3.5"
"263","6000003_Heidi","generic","focus","Few-shot","FALSE","GPT-3.5"
"264","6000003_Heidi","probing","probing","Few-shot","TRUE","GPT-3.5"
"265","6000003_Heidi","probing","probing","Few-shot","TRUE","GPT-3.5"
"266","6000003_Heidi","probing","probing","Few-shot","TRUE","GPT-3.5"
"267","6000003_Heidi","probing","probing","Few-shot","TRUE","GPT-3.5"
"268","6000003_Heidi","probing","focus","Few-shot","FALSE","GPT-3.5"
"269","6000003_Heidi","probing","telling","Few-shot","FALSE","GPT-3.5"
"270","6000003_Heidi","focus","generic","Few-shot","FALSE","GPT-3.5"
"271","6000037_Brenda","probing","probing","Few-shot","TRUE","GPT-3.5"
"272","6000037_Brenda","focus","focus","Few-shot","TRUE","GPT-3.5"
"273","6000037_Brenda","telling","telling","Few-shot","TRUE","GPT-3.5"
"274","6000037_Brenda","probing","focus","Few-shot","FALSE","GPT-3.5"
"275","6000037_Brenda","telling","generic","Few-shot","FALSE","GPT-3.5"
"276","6000037_Brenda","probing","telling","Few-shot","FALSE","GPT-3.5"
"277","6000037_Brenda","probing","focus","Few-shot","FALSE","GPT-3.5"
"278","6000037_Brenda","generic","generic","Few-shot","TRUE","GPT-3.5"
"279","6000043_Stephanie","probing","probing","Few-shot","TRUE","GPT-3.5"
"280","6000043_Stephanie","probing","probing","Few-shot","TRUE","GPT-3.5"
"281","6000043_Stephanie","probing","focus","Few-shot","FALSE","GPT-3.5"
"282","6000043_Stephanie","telling","focus","Few-shot","FALSE","GPT-3.5"
"283","6000043_Stephanie","probing","focus","Few-shot","FALSE","GPT-3.5"
"284","6000043_Stephanie","probing","focus","Few-shot","FALSE","GPT-3.5"
"285","6000043_Stephanie","generic","generic","Few-shot","TRUE","GPT-3.5"
"286","6000001_Ayisha","probing","focus","Few-shot","FALSE","GPT-3.5"
"287","6000001_Ayisha","focus","probing","Few-shot","FALSE","GPT-3.5"
"288","6000001_Ayisha","telling","telling","Few-shot","TRUE","GPT-3.5"
"289","6000001_Ayisha","generic","generic","Few-shot","TRUE","GPT-3.5"
"290","6000063_Seth","probing","focus","Few-shot","FALSE","GPT-3.5"
"291","6000063_Seth","probing","probing","Few-shot","TRUE","GPT-3.5"
"292","6000063_Seth","probing","focus","Few-shot","FALSE","GPT-3.5"
"293","6000063_Seth","probing","focus","Few-shot","FALSE","GPT-3.5"
"294","6000063_Seth","probing","telling","Few-shot","FALSE","GPT-3.5"
"295","6000063_Seth","generic","generic","Few-shot","TRUE","GPT-3.5"
"296","6000051_Jian","probing","probing","Few-shot","TRUE","GPT-3.5"
"297","6000051_Jian","telling","telling","Few-shot","TRUE","GPT-3.5"
"298","6000051_Jian","probing","probing","Few-shot","TRUE","GPT-3.5"
"299","6000051_Jian","probing","focus","Few-shot","FALSE","GPT-3.5"
"300","6000051_Jian","telling","telling","Few-shot","TRUE","GPT-3.5"
"301","6000025_Mariana","generic","focus","Auto-CoT","FALSE","GPT-3.5"
"302","6000025_Mariana","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"303","6000025_Mariana","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"304","6000025_Mariana","generic","generic","Auto-CoT","TRUE","GPT-3.5"
"305","6000044_Ayisha","generic","probing","Auto-CoT","FALSE","GPT-3.5"
"306","6000044_Ayisha","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"307","6000044_Ayisha","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"308","6000044_Ayisha","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"309","6000044_Ayisha","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"310","6000044_Ayisha","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"311","6000044_Ayisha","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"312","6000044_Ayisha","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"313","6000044_Ayisha","telling","telling","Auto-CoT","TRUE","GPT-3.5"
"314","6000060_Scott","generic","probing","Auto-CoT","FALSE","GPT-3.5"
"315","6000060_Scott","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"316","6000060_Scott","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"317","6000060_Scott","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"318","6000054_DeAndre","generic","probing","Auto-CoT","FALSE","GPT-3.5"
"319","6000054_DeAndre","generic","probing","Auto-CoT","FALSE","GPT-3.5"
"320","6000054_DeAndre","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"321","6000054_DeAndre","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"322","6000054_DeAndre","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"323","6000057_Cody","generic","focus","Auto-CoT","FALSE","GPT-3.5"
"324","6000057_Cody","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"325","6000057_Cody","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"326","6000025_Luca","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"327","6000025_Luca","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"328","6000025_Luca","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"329","6000025_Luca","probing","focus","Auto-CoT","FALSE","GPT-3.5"
"330","6000025_Luca","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"331","6000025_Luca","generic","focus","Auto-CoT","FALSE","GPT-3.5"
"332","6000025_Luca","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"333","6000025_Luca","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"334","6000025_Luca","telling","telling","Auto-CoT","TRUE","GPT-3.5"
"335","6000037_DeAndre","probing","focus","Auto-CoT","FALSE","GPT-3.5"
"336","6000037_DeAndre","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"337","6000037_DeAndre","generic","focus","Auto-CoT","FALSE","GPT-3.5"
"338","6000056_Seth","focus","probing","Auto-CoT","FALSE","GPT-3.5"
"339","6000056_Seth","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"340","6000056_Seth","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"341","6000056_Seth","generic","focus","Auto-CoT","FALSE","GPT-3.5"
"342","6000056_Seth","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"343","6000056_Seth","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"344","6000056_Seth","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"345","6000056_Seth","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"346","6000069_Lakisha","focus","probing","Auto-CoT","FALSE","GPT-3.5"
"347","6000069_Lakisha","telling","focus","Auto-CoT","FALSE","GPT-3.5"
"348","6000069_Lakisha","generic","probing","Auto-CoT","FALSE","GPT-3.5"
"349","6000069_Lakisha","generic","telling","Auto-CoT","FALSE","GPT-3.5"
"350","6000067_Rishi","generic","probing","Auto-CoT","FALSE","GPT-3.5"
"351","6000067_Rishi","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"352","6000067_Rishi","generic","generic","Auto-CoT","TRUE","GPT-3.5"
"353","6000052_Stephanie","generic","probing","Auto-CoT","FALSE","GPT-3.5"
"354","6000052_Stephanie","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"355","6000052_Stephanie","generic","generic","Auto-CoT","TRUE","GPT-3.5"
"356","6000055_Jia","generic","probing","Auto-CoT","FALSE","GPT-3.5"
"357","6000055_Jia","focus","probing","Auto-CoT","FALSE","GPT-3.5"
"358","6000055_Jia","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"359","6000055_Jia","focus","probing","Auto-CoT","FALSE","GPT-3.5"
"360","6000055_Jia","focus","focus","Auto-CoT","TRUE","GPT-3.5"
"361","6000055_Jia","focus","focus","Auto-CoT","TRUE","GPT-3.5"
